OrganisasjonsNummer;BrregNavn;AntallAnsatte;Kode;Kode;Slettedato;Konkurs
823627432;MERKURPOS AS;0;62.010;AS;;False
813317052;METRO SØR AS;22;56.101;AS;;False
822205682;Mg Tech AS;0;62.010;AS;;False
817492622;MIDAS EIENDOM AS;0;41.109;AS;;False
818500912;Mindshift AS;16;70.220;AS;;False
821609402;MINGE CONSULTING;0;43.221;ENK;;False
821641802;Mistel Accounting AS;4;69.201;AS;;False
820872622;ML PLENUM AS;24;56.101;AS;;False
818286252;Mlunia 2 AS;0;68.209;AS;;False
817548822;MLUNIA AS;0;68.209;AS;;False
814351432;Mobekk Invest AS;1;68.209;AS;;False
821829682;MOBMAN HOLDING AS;0;71.129;AS;;False
822017002;MODAL AKTIVA AS;0;64.308;AS;;False
813337592;Moderne Bygg 1 AS;0;41.109;AS;;False
819777292;MOLDE AUTO AS;3;68.209;AS;;False
817089062;MOMENT HOLDING AS;5;68.209;AS;;False
821377242;MONCLAIR TRANSPORT;0;53.200;ENK;;False
816026172;MONKSIDE AS;0;68.209;AS;;False
822364632;MORGENSTJERNEN HELSEBOLIG AS;3;68.209;AS;;False
820443942;MVR LANDBRUK & VEIDRIFT AS;0;43.120;AS;;False
820488512;MØLLER BYGG AS;23;43.330;AS;;False
819732612;MØRKVED HANDELSEIENDOM AS;0;68.100;AS;;False
815879732;N. GRØNSETH AS;5;77.110;AS;;False
815008022;N33 Bolig AS;0;68.100;AS;;False
820800052;NANU MALERFIRMA AS;9;43.341;AS;;False
820261542;NARVIK BYGG PROSJEKT AS;2;41.109;AS;;False
813560852;NCG EIENDOM AS;0;68.209;AS;;False
817833942;NESTA UTMARK AS;0;64.308;AS;;False
811738042;NESTTUNVEGEN 99 INVEST AS;0;68.209;AS;;False
821664462;NIPA LIPA AS;0;71.129;AS;;False
812100882;NITRA AS;1;64.308;AS;;False
821167922;NOA AS;2;62.010;AS;;False
815607732;NOORTH AS;0;77.210;AS;;False
821209862;NORA HAGFORS INTERIØRARKITEKTUR AS;1;74.103;AS;;False
817149332;NORDBYS SJØBOD;0;55.202;ENK;;False
822772412;NORDRE SØRØYA RORBUER AS;4;68.209;AS;;False
822989152;Nordre Torv 6 AS;0;68.209;AS;;False
815895142;NORDYNAMIC AS;0;33.120;AS;;False
816667232;NORGES REALFAGSUNGDOMSSKOLE SANDVIKA AS;31;85.201;AS;;False
822349242;NORINNOVA NARVIK AS;0;62.020;AS;;False
820521692;NORLITA AS;11;46.739;AS;;False
817403492;NORMAR TRADING AS;19;33.120;AS;;False
815799372;NORMARINE ENGINEERING AS;1;71.129;AS;;False
815359062;NORSK BYGNINGSRÅDGIVNING AS;0;71.121;AS;;True
814225992;NORSK RUTEBILSTASJON AS;0;68.209;AS;;False
819113912;NORSK SOLAR AS;20;71.129;AS;;False
816946352;NORSUPPLY EIENDOM AS;0;00.000;AS;;False
820846532;NORTH OF LYNGEN APARTMENTS AS;5;55.101;AS;;False
822706592;Norwaste AS;9;71.129;AS;;False
817263402;NORWEGIAN INSPECTION SERVICE AS;1;71.129;AS;;False
821196922;NOVARTIS GENE THERAPIES SWITZERLAND GMBH;0;46.460;NUF;;False
814779912;NT REFECTIO X AS;0;82.990;AS;;False
815101952;NT REFECTIO XII AS;0;82.990;AS;;False
817381332;NT REFECTIO XVI AS;0;82.990;AS;;False
819494002;NUBBEN BARNEHAGEDRIFT AS;26;88.911;AS;;False
818658192;NYGAARDSGATA 39 HOLDING AS;0;68.209;AS;;False
821055652;O.K.A HOLDING AS;0;64.308;AS;;False
821625122;ODDGEIR OLSTAD E70;2;49.320;ENK;;False
822875912;Oddleiv Sæle Konsult AS;0;70.220;AS;;False
813874792;OK Transport & Maskin AS;0;49.410;AS;;False
821007062;OLA BØ;0;62.020;ENK;;False
822611362;Ola Pettersen;0;41.200;ENK;;False
816640652;OLJE INVEST AS;0;71.129;AS;;False
811717142;OLSEN AUTO JESSHEIM AS;9;45.200;AS;;False
820249682;OLSOK AS;12;47.710;AS;;False
816496012;OLSRUDSKAUEN 10-12 AS;0;41.109;AS;;False
821998662;OMEGA Tek AS;0;46.694;AS;;False
819574502;OPPDAL TRAFIKKSKOLE AS;6;85.530;AS;;False
817744362;OPPMUNTRING AS;0;47.990;AS;;False
822969062;Oppsving Eiendom AS;0;68.209;AS;;False
813984792;ORDINEM SIA;0;38.110;NUF;;False
812245732;Organic Feelgood AS;0;46.389;AS;;False
823011512;Orvei Invest AS;0;00.000;AS;;False
813544342;OSLAND AS;1;43.110;AS;;False
816796822;OSLO GULVLEGGERSERVICE AS;5;43.330;AS;;False
816683262;OTERHALS INVEST AS;0;68.100;AS;;False
822884512;PANDORA-NORGE JOHN PETTER THINGSTAD;0;26.700;ENK;;False
820390342;PAPIRDESIGN AS;3;74.102;AS;;False
819483922;PARA SAMFUNN;5;90.012;FLI;;False
821586992;PART OF AS;0;70.220;AS;;False
820963512;PARTNER BERGEN AS;1;68.209;AS;;False
823600372;PAXON HAUGESUND AS;11;71.121;AS;;False
811780812;PER OLE OSKAL;4;01.490;ENK;;False
818788282;PETROLEUM EIENDOM AS;0;68.209;AS;;False
822886582;PIXERY MEDIA NORWAY AS;2;62.090;AS;;False
811868892;PK PAINTING POVILAS KASELIS;2;43.341;ENK;;False
821016312;Placht Holding AS;0;68.209;AS;;False
820177592;PLAN C AS;0;59.110;AS;;False
811855162;PLASSEN FLORØ AS;0;41.109;AS;;False
814837882;POG TRADING AS;0;71.129;AS;;False
821374502;POSITIV KOMPETANSE NORGE AS;2;78.100;AS;;False
819334072;POWERLINE ICS AS;2;71.129;AS;;False
821205522;PRAELIA AS;1;46.693;AS;;False
813672812;PRATERIET LOGOPEDSENTER AS;5;86.909;AS;;False
817934722;PRESSURA AS;6;71.129;AS;;False
815612892;PRESTESTIEN TANNLEGEPRAKSIS AS;7;86.230;AS;;False
817193722;PRIMÆRKONTAKTEN FOR MUSKEL & SKJELETT AS;0;86.909;AS;;False
812183192;PRIMÆRKONTAKTEN FOR MUSKEL-OG SKJELETTPLAGER AS;1;86.909;AS;;False
821178282;PRITEX AS;4;82.110;AS;;False
817103022;PROGRESSING MINDS AS;1;70.220;AS;;False
817627722;PROJECT NEON AS;7;73.110;AS;;False
818767072;Prosjekt Service AS;1;71.121;AS;;False
814881962;PRYD AV CAPELLI AS;6;96.020;AS;;False
816827922;R HANSEN AS;1;77.320;AS;;False
822046282;R HANSEN CONSULTING;0;70.220;ENK;;False
818625952;R. LYNGVÆR EIENDOM AS;1;78.200;AS;;False
811998222;RAYMOND ARONSEN TRANSPORT & GRAVING AS;1;43.120;AS;;False
819760632;RCC INVEST AS;0;68.100;AS;;False
823577842;REFSTADVEIEN 22 AS;0;68.209;AS;;False
820320832;REINE UTVIKLING AS;0;41.200;AS;;False
822082432;REINEBRINGEN SPORT AS;0;47.641;AS;;False
812574272;REINSVE EIENDOM AS;2;68.209;AS;;False
816324882;REKA NAGY NEGLEDESIGN;0;96.020;ENK;;False
812972502;REVOLVER AS;0;70.220;AS;;False
815357892;RIKTIG SPOR MO I RANA AS;5;74.102;AS;;False
813798832;RINGVEIEN 5 AS;0;68.209;AS;;False
820590082;RISTE ARKITEKTUR AS;2;71.112;AS;;False
818941382;Risørholmen Holding AS;0;46.381;AS;;False
823393342;RNP E2 AS;0;68.209;AS;;False
813933632;ROGALAND DRIFTSSERVICE AS;10;81.101;AS;;False
816499372;ROKO REKKVERK AS;1;46.739;AS;;False
821066212;RS GLOBAL ENERGY AS;0;70.220;AS;;False
822845932;RUND BAUT AS;1;70.220;AS;;False
823149972;RYDMARKGÅRDEN & CO AS;0;68.209;AS;;False
811956732;RØKENES GÅRD & GJESTEHUS AS;25;56.101;AS;;False
815101812;RØRLEGGER RUNE FLEM AS;1;43.221;AS;;False
814484602;RØYRMYRA VINDPARK AS;0;35.112;AS;;False
818718152;Røyskatt Holding AS;0;68.209;AS;;False
817104762;RÅSTAD FOODS AS;1;10.860;AS;;False
811932892;SALTENS DAMP EIENDOM AS;0;68.209;AS;;False
822724752;SALTVIK MEKANISKE AS;0;25.110;AS;;True
821479762;SAMEIET ANDERS SKJOLDS VEI 26,28,30,32 OG 34;0;;ESEK;;False
821453402;SAMEIET AUREOSEN BRYGGE;0;N/A;ESEK;;False
821356172;SAMEIET HVETEVEGEN BKS7;0;N/A;ESEK;;False
816007372;Sameiet Kjempeholen 1 Og 3;0;97.000;ESEK;;False
820230582;SAMEIET KONGENS GATE 28 A-B;0;N/A;ESEK;;False
814530922;Sameiet Krags vei 10;0;N/A;ESEK;;False
819886482;SAMEIET PRESTGÅRDSLIA;0;N/A;ESEK;;False
812105302;Sameiet Prinsens Gate 3b;0;N/A;ESEK;;False
814068072;SAMEIET SOLSIDEN;0;N/A;ESEK;;False
819944482;Sana Oris Tannklinikk AS;13;86.230;AS;;False
823421192;Sandblåsing Metallisering Og Overflatebehandling AS;1;25.620;AS;;False
820774582;SANDRAS GRILL V/NINOS NINOS AFRAM MOSHE;4;56.102;ENK;;False
817084532;Sandvikbygg AS;0;43.120;AS;;False
820881192;SANGEETHA JEYABALASINGAM PRASATH;0;86.211;ENK;;False
818065892;SANNE AS;18;86.909;AS;;False
816636582;SC Agency AS;0;46.160;AS;;False
817693482;SCAN-DIVE AS;1;42.210;AS;;False
815244672;Scandinavian Reach Technologies AS;30;62.010;AS;;False
823388152;SCITUS AS;1;71.129;AS;;False
820297032;SEAS ECO AS;0;39.000;AS;;True
822652662;Sebari Motor AS;0;45.112;AS;;False
820848772;SEILET EIENDOM AS;0;41.109;AS;;False
819982252;SEKO ELEKTROTEKNIKK AS;2;27.110;AS;;False
815592972;SEMAK AS;2;74.101;AS;;False
820328922;Sentrum Tannklinikk Alta AS;7;86.230;AS;;False
815429532;SENTRUMSPASSASJEN AS;0;68.209;AS;;False
811767662;SFD TECHNOLOGY AS;0;71.129;AS;;False
817404502;SHAREFOX AS;12;62.010;AS;;False
822396992;SHIPSHAVE AS;11;71.129;AS;;False
819499292;SIGGMA SUBSEA AS;2;71.129;AS;;False
817707742;SIGRUN BEKKEVOLD;0;74.909;ENK;;False
816977622;SIGURD-JOHAN THORHEIM CATERING;0;56.210;ENK;;False
821523222;SILHUETT SYKKYLVEN AS;5;47.710;AS;;False
814266222;SIV. ING. STENER SØRENSEN AS;34;71.121;AS;;False
811780332;SIVILINGENIØR OLE HAMMARI AS;2;71.121;AS;;False
815719972;SIVILØKONOM JOHAN MATHIS SOMBY;0;01.490;ENK;;False
821135982;SJ FISK AS;0;03.111;AS;;False
816309972;SJØHOLMEN KULTURHUS AS;24;56.101;AS;;False
820543432;SKARHAUGEN AS;0;68.100;AS;;False
815903862;Skarnes Farvehandel Knut Ivar Brinck;0;47.523;ENK;;False
819815852;Skarsdalen Utvikling AS;0;68.209;AS;;False
819336172;Skeiv Verden Vest;0;94.991;FLI;;False
811765422;Skintonic Svolvær AS;5;47.750;AS;;False
823417942;Skjoldingsneset Eiendom AS;0;68.209;AS;;False
822790232;SKODVIN GARD 96/3 ØYVIND FESTE;0;01.110;ENK;;False
816107172;SKOKLEMOEN AS;5;43.120;AS;;False
822249892;Skolegata 14-16 AS;0;68.209;AS;;False
814938352;Skomakergarden AS;0;79.120;AS;;False
815438612;SKULLERUD CONSULTING AS;1;74.903;AS;;False
817922392;SKULLERUD RØR AS;2;43.221;AS;;False
823404522;SKYSET UTBYGGING AS;0;41.109;AS;;False
816668522;Slomarka 57 AS;0;68.209;AS;;False
823261292;SLØRDAHL BYGGSERVICE AS;2;43.990;AS;;False
818160682;SMUDART CRAFTS WENCHE ANDERSEN;0;96.090;ENK;;False
819418462;SMØLA NATUROPPLEVELSER AS;0;79.903;AS;;False
821846242;SNEKKER HOLDING AS;0;43.320;AS;;False
819511772;SNØFOKK AS;6;56.101;AS;;False
813077132;SOLVIK UTVIKLING 1 AS;0;68.100;AS;;False
814609952;SON KIROPRAKTIKK OG HELSE AS;0;86.909;AS;;False
817208592;SOR CONSULT AS;0;74.909;AS;;False
813463202;SORTLAND MAT & VINHUS AS;0;56.101;AS;;False
815793382;Speidernes beredskapsgruppe Sør-Vest;0;94.991;FLI;;False
821578582;SPESIALISTKLINIKKEN HAUGESUND AVDELING HUD ULRICH CHRISTIAN BIER;0;86.221;ENK;;False
820609212;SPETAKKEL FESTIVALEN;0;90.020;FLI;;False
820444132;SPG AS;0;35.140;AS;;False
822903312;SPIRE INNOVASJON AS;2;70.220;AS;;False
817873162;SPORT OUTLET ALTA 31 AS;12;47.641;AS;;False
816898862;Sport Outlet Fauske 27 AS;7;47.641;AS;;False
816898692;Sport Outlet Geilo 29 AS;6;47.641;AS;;False
820548442;SPORT OUTLET KILDEN 73 AS;19;47.641;AS;;False
819563292;Sport Outlet Lillehammer 45 AS;9;46.494;AS;;False
822168752;Sport Outlet Narvik 70 AS;9;47.641;AS;;False
819607842;SPORT OUTLET STOVNER 75 AS;15;46.494;AS;;False
822927602;SQT AS;8;77.390;AS;;False
821723442;SRS MASKIN & LANDBRUK AS;17;43.120;AS;;False
815177762;START&DYNAMO OG BILELEKTRO AS;2;45.200;AS;;False
815580672;Startmicrohousing AS;0;74.103;AS;;False
821094682;STARTUPLAB FOUNDERS FUND III AS;0;00.000;AS;;False
819328692;STAURBAKK AS;12;43.210;AS;;False
812978322;STAVANGER INVESTERING SELSKAP AS;0;41.109;AS;;False
819656312;STAVANGER MASKIN AS;2;43.120;AS;;False
820489012;Stavanger-Gynekologene AS;4;86.221;AS;;False
813622882;Steigen Boligutleie AS;0;68.209;AS;;False
817866182;STELLA EIENDOM AS;0;68.209;AS;;False
821465362;STENSAAS CONSULTING;0;62.020;ENK;;False
814321002;STERKT DESIGN AS;1;62.020;AS;;False
816039142;STIAN SKJELBRED AS;0;62.010;AS;;False
815143272;STIAN STEFFENSEN AS;1;74.901;AS;;False
813873052;Stiftelsen Kåkå Kverulantkatedralen;5;90.040;STI;;False
817011152;STIFTELSEN OVERSKUDDSFABRIKKEN;0;94.992;STI;;False
811736252;STIFTELSEN SÆTRE GÅRD;17;56.101;STI;;False
819088632;STIFTINGA FEST I VEST;0;90.020;STI;;False
813999722;STIG PEDER JOHANSEN AS;1;41.200;AS;;False
823145802;STILLAS1 AS;25;43.990;AS;;False
817769152;STOKKE INDUSTRI EIENDOM AS;0;72.190;AS;;False
819743142;STOKMARKNESBYGGET AS;11;68.209;AS;;False
816198992;STORE O AS;2;74.102;AS;;False
811727962;Storebotn Utleie AS;0;68.209;AS;;False
812124072;Storenga AS;1;55.300;AS;;False
817471862;STORGATA PLATEBAR AS;10;56.101;AS;;False
820660382;Storheil AS;2;86.902;AS;;False
817472222;STORMHAV AS;0;03.111;AS;;False
820387732;STORMVIND AS;5;70.220;AS;;False
818786492;STORØYODDEN EIENDOM AS;0;68.209;AS;;False
819716072;STRABOO AS;0;62.010;AS;;False
821168082;STRANDHOLMEN AS;0;41.109;AS;;False
816222362;Studio 10;0;70.220;AS;;False
819257132;STØYP-IT AS;7;43.990;AS;;False
821493412;SULDAL SERVICE AS;19;78.200;AS;;False
817608582;SUNDVÅGEN KYSTFISKE AS;0;03.111;AS;;False
818562632;SUNLAND-EKER EIENDOM AS;0;17.120;AS;;False
821800382;SUORTÀ EIENDOM AS;0;68.100;AS;;False
821800412;SUORTÀ INVEST AS;0;00.000;AS;;False
816718082;SUPERMANZANA AS;0;68.100;AS;;False
818810962;SUSHI 153 COLLORA;0;56.101;ENK;;False
815649842;Svanelv Maskin AS;0;43.120;AS;;False
822031102;SVENSK EL-KVALITÈ AS;0;43.210;AS;;False
819927782;SVIGERFAR AS;2;81.101;AS;;False
818032102;SYKEPLEIER JANE BERIT BERG;0;86.909;ENK;;False
822742122;Sætre Eiendomsinvest AS;0;68.209;AS;;False
823479522;SÆVEREID CONSULTING AS;1;62.010;AS;;False
823378882;SØR TECH AS;2;33.120;AS;;False
811987972;SØRESTRANDA EIENDOM AS;0;68.100;AS;;False
815389182;T RIISE AS;6;47.710;AS;;False
812178792;T&R HAUGEN MASKIN AS;8;43.120;AS;;False
815863372;TAGLIANO & CO AS;1;59.110;AS;;False
822055362;TALENTECH GROUP AS;3;63.110;AS;;False
821219612;TANNKLINIKKEN MARISOL & KALDHEIM AS;6;86.230;AS;;False
818377142;TANNSMIA AS;7;32.500;AS;;False
822981712;TASTE OF THAI AS;1;56.102;AS;;False
823624182;Tasteful Foods Norway AS;1;46.390;AS;;False
812898752;Taxitomta Ii AS;0;68.209;AS;;False
821451442;TBK JENSEN;1;01.420;ENK;;False
819649952;TEACH ME AS;0;62.010;AS;;False
820649672;TEAM ADMIN AS;9;70.220;AS;;False
818434472;TEAM LEWEL AS;0;85.510;AS;;False
816632102;TEAM SERVICE J. OLSEN AS;1;62.020;AS;;False
817093582;TEDD AS;0;00.000;AS;;False
818315562;TEIGEN TOTAL AS;1;74.903;AS;;False
821729432;TELLA AS;2;71.129;AS;;False
815822102;TELLUS TRADING AS;0;73.110;AS;;False
817524222;Teoriappen AS;0;85.609;AS;;False
821351952;TERNEN UTBYGGING AS;0;41.109;AS;;False
816690102;Teveldal Turistgård AS;11;55.202;AS;;False
823458452;THAI SABAI MASSASJE AS;0;96.040;AS;;False
813842122;THAMS EIENDOMSUTVIKLING AS;0;41.109;AS;;False
821193842;THERESES TRAFIKKSKOLE AS;1;85.530;AS;;False
814572862;THF AS;0;41.109;AS;;False
818952872;Thomassen Rør AS;5;43.221;AS;;False
820882652;THORHILD WIDVEY CONSULTING AS;0;70.220;AS;;False
816561752;THORIR.PHOTO AS;0;74.200;AS;;False
815965302;Tjenna Barnehage AS;32;88.911;AS;;False
816765552;TK BETONG OG GRUNN AS;0;00.000;AS;;False
812166972;TMG 61 HOLDING AS;0;68.320;AS;;False
822105262;Tnv Holding AS;0;70.220;AS;;False
820026012;TOLÅS MARKETING AS;0;77.320;AS;;False
822960472;TORGERSEN LANGGATEN 38;0;68.209;ENK;;False
811564222;TORGHALLEN BODØ AS;0;68.320;AS;;False
822053602;TORIL N. JAREN AS;1;86.211;AS;;False
813203472;TORJUSEN BRANNSERVICE AS;3;71.200;AS;;False
814324982;TORVET AS;0;68.209;AS;;False
816900662;TOTENSVEIS AS;1;41.200;AS;;False
819859752;TRE & MASKIN AS;1;41.200;AS;;False
813459272;TRETEKNIKK ØSTFOLD AS;8;41.200;AS;;False
817188362;TREVERKET MAT & SKAFFERI AS;22;56.101;AS;;False
814573982;Trogi AS;0;71.121;AS;;False
815818652;TROLL SYSTEMS AS;13;28.990;AS;;False
816273242;TROMSØ SOSIALE ENTREPRENØRSKAP AS;7;56.101;AS;;False
814084922;TROND OLSEN MUR & FLIS AS;1;43.990;AS;;False
820411382;Trondheim Stein AS;4;43.990;AS;;False
818039662;Trondheim Ølutsalg AS;7;47.259;AS;;False
812026542;Tronds Montasjeservice Trond Petter Michelsen;0;73.110;ENK;;False
815489322;Trudes Hudpleie AS;5;96.020;AS;;False
822096972;TRYGGE BARN 2.0 AS;4;85.599;AS;;False
811445312;TRYGVE M ENGEBY AS;0;46.694;AS;;False
813297442;TRØNDERHOPP AKTIVITET AS;2;68.209;AS;;False
813968592;TRAA BYGG as;7;41.200;AS;;False
813855372;Tsrevisjon AS;11;69.202;AS;;False
812490672;TVETENVEIEN 154 B AS;0;68.209;AS;;False
813837692;TYTLANDSVIK AQUA AS;36;03.212;AS;;False
819750092;TØMMERVIKGRUPPEN 2 AS;0;70.220;AS;;False
822352332;TØMRER IVAR BAKKEN-BERG;0;41.200;ENK;;False
819180792;Tømrer Th Andersen;0;41.200;ENK;;True
819998922;TØMRER TOMMY JOHANSEN AS;1;41.200;AS;;False
816340152;TØMRERMESTER EIRIK AMUNDSEN AS;2;41.200;AS;;False
823219342;Ulrix Personal AS;8;78.200;AS;;False
813598132;UNSTAD ARCTIC SURF AS;41;55.101;AS;;False
818765622;Uomo AS;0;68.209;AS;;False
819392692;USOM AS;0;47.914;AS;;False
811620122;UTEPLASSEN.NO AS;5;47.919;AS;;False
816508762;UTLEIETELT.NO AS;5;77.210;AS;;False
822021662;VALHALL-INDUSTRI AS;11;33.120;AS;;False
816360552;VALLE EIE AS;0;69.201;AS;;False
821568242;VAMO AS;0;03.111;AS;;False
813255642;VANDRESKOEN AS;2;47.721;AS;;False
819200262;VANYLVEN BILPLEIE AS;1;45.200;AS;;False
814605752;VARANGER SPORTSLAGER AS;7;47.641;AS;;False
821785022;VARANGER TRAFIKKSKOLE AS;0;85.530;AS;;False
812159852;Veamyr Entreprenør AS;3;43.120;AS;;False
815687922;Vedterminalen Gunnar Hyllnes;0;47.990;ENK;;False
816535042;VEGARD HARM;0;90.012;ENK;;False
813536412;VEKO MASKIN AS;2;43.120;AS;;False
814737772;VEKSTHUSET EIENDOM AS;0;68.209;AS;;False
813100622;VENTILASJON OG MONTASJE AS;0;43.223;AS;;True
822939562;VERO BYGG EIENDOM AS;0;68.209;AS;;False
819072272;VEST HAVBRUK AS;0;03.213;AS;;False
811576662;VESTAKSEN SENTRUM AS;0;41.109;AS;;False
820014642;VESTERÅLSGATA 110 AS;0;68.209;AS;;False
815332342;Vestmar Service AS;0;81.101;AS;;False
813355442;VESTVÅGØY TAXI AS;0;52.211;AS;;False
818668252;VETERINÆR ELVENES AS;1;75.000;AS;;False
822349072;VETERINÆRVIKAREN AS;0;75.000;AS;;False
819272042;VIDAR J KRISTIANSEN AS;2;46.739;AS;;False
819229392;VIDENTIUM AS;0;62.010;AS;;False
818755112;VIK ASSURANSE AS;0;66.290;AS;;False
823070632;VIK BYGGSERVICE AS;8;41.200;AS;;False
820862562;VILBERG GRUPPEN AS;0;62.020;AS;;False
822171982;VINDU & HÅNDVERK AS;4;46.739;AS;;False
812181912;VINDUSPUSSEREN AS;5;81.220;AS;;False
821059542;VINOTEKET AS;12;56.101;AS;;False
817156452;VIPCAR AS;3;77.110;AS;;False
822207812;VISIT ALTA AS;1;79.901;AS;;False
817815782;VISMA DRAFTIT AS;8;69.100;AS;;False
816034272;Vitartak AS;5;43.919;AS;;False
820624262;VKT SUPERCARS AS;0;45.112;AS;;False
822213022;Vognveien 43 AS;0;41.200;AS;;False
818287712;VOLT SERVICE AS;46;03.213;AS;;False
817648452;VONSTETT MEDIA AS;1;90.034;AS;;False
815784332;VVD EXPERIENCE LARS OVEN PETTERSEN;0;85.510;ENK;;False
816069122;Vålerenga Stadion AS;0;68.320;AS;;False
820416112;Vaar AS;11;96.020;AS;;False
820506502;WALSETH GÅRD V/ MARIA HERNETKOSKI;4;01.410;ENK;;False
820365682;WELL INTERCEPT AS;2;09.101;AS;;False
818342322;West Robotics And Digitalisation AS;0;62.010;AS;;True
819306532;WESTJORD;0;74.101;ENK;;False
822928552;WEX HOTELS AS;6;55.101;AS;;False
820937422;WICAN REGNSKAP VESTFOLD AS;5;69.201;AS;;False
816881412;WICKNEGÅRDEN INVEST AS;0;68.100;AS;;False
818131062;Wiggo Erichsen Holding AS;0;68.209;AS;;False
812482122;WILL.I.JUICE AS;8;56.101;AS;;False
820024842;WISER AS;0;00.000;AS;;False
813322072;WAAG PRODUKSJONER AS;5;59.110;AS;;False
822706762;XIN AS;1;71.129;AS;;False
814499022;XPLORA MOBILE AS;0;61.900;AS;;False
820012542;Yako Restaurantdrift AS;5;56.101;AS;;False
817330622;YXNEY MARITIME AS;12;62.010;AS;;False
814308782;ZAKS FRISØR AS;3;96.020;AS;;False
813550172;ZENARIO AS;0;59.110;AS;;False
820708652;ZINO HOLDING AS;0;68.209;AS;;False
822088422;ØKSNES MØBELSENTER AS;6;46.471;AS;;False
823017022;ØLØL AS;5;46.349;AS;;False
811576352;ØST BOLIGUTVIKLING AS;0;68.100;AS;;False
821199832;ØSTLANDSKE BYGG AS;4;41.200;AS;;False
823197942;ØVRE 2 AS;0;68.209;AS;;False
819378142;ØVSTTUNVEIEN 46 AS;0;41.109;AS;;False
811661392;ØYNEBRÅTEN ANLEGGSTEKNIKK AS;19;43.120;AS;;False
815513932;ØYSKIPET AS;0;03.111;AS;;False
815442962;ØYVIND OSNES-RINGEN AS;8;86.221;AS;;False
823231032;AASLAND AS;0;70.220;AS;;False
815265262;ÅSTORP GÅRD ANS;0;68.209;ANS;;False
823566042;UNDERDAL MASKIN;;;ENK;2022-08-19;False
823414862;NORTHCON NORGE AS;;;AS;2022-11-09;False
823336772;HJELSETHGÅRDEN MARTIN L. HJELSETH;;;ENK;2020-10-23;False
823194552;EDINA BROHIER;;;ENK;2020-07-24;False
823176732;EXCESS HOLDING AS;;;AS;2021-01-15;False
823163762;HABO-EIENDOM AS;;;AS;2022-02-08;False
823048912;LJ ERVIK CONSULTING;;;ENK;2021-12-30;False
823010702;MATHISEN HUS & HYTTESERVICE OLE JOHAN MATHISEN;;;ENK;2020-09-23;False
822953972;NRGIZE AS;;;AS;2021-09-29;False
822773052;ALTA RENHOLD AS;;;AS;2021-09-25;False
822745512;Andreas Jahr AS;;;AS;2020-12-09;False
822698042;PPP RATVIKA EIENDOM AS;;;AS;2020-04-28;False
822611672;BLIKOM MEKANISKE;;;ENK;2022-09-01;False
822304842;MDP AS;;;AS;2021-06-14;False
822299792;ROGALAND HUS OG HAGE AS;;;AS;2021-11-10;False
822298362;SANDEL TOADER TRANSPORT;;;ENK;2021-05-27;False
822234372;MONICA KOLSETH;;;ENK;2022-03-07;False
822219802;FRISØRSALONG LILLE MARIA IDZANOVIC;;;ENK;2021-01-18;False
822193722;MUDO GYM NOTODDEN AS;;;AS;2021-02-06;False
822059902;MIINT INTERNATIONAL R.SIKORA;;;ENK;2022-03-22;False
822047572;HV VII INVEST FOXTROT II AS;;;AS;2020-12-08;False
822024742;ADVOKATFIRMAET ØSTVIK AS;;;AS;2022-12-27;False
822017762;SANDEFJORD BETONGSAGING AS;;;AS;2021-09-06;False
821903092;FROM II AS;;;AS;2021-07-03;False
821792282;TREBYGG SØR AS;;;AS;2022-11-16;False
821763622;BERGH CONSULTING;;;ENK;2020-12-02;False
821741602;MOLNES SEAFOOD AS;;;AS;2021-07-26;False
821723922;BALANSE EIGEDOM AS;;;AS;2021-01-27;False
821674662;ABL SKIN AS;;;AS;2022-08-03;False
821663482;MEMENTO NETWORK SERVICES AS;;;AS;2023-01-23;False
821661072;BOI GREFSEN 1 AS;;;AS;2020-07-08;False
821648092;NORSEATECH AS;;;AS;2022-01-05;False
821588782;GK KAMPANJE AS;;;AS;2022-07-09;False
821542332;LUNA HANDEL AS;;;AS;2022-04-28;False
821533112;SNEKKER R. NESS AS;;;AS;2022-04-25;False
821515432;KAPP SECURITIES AS;;;AS;2022-08-30;False
821456002;AURSNES & PARTNERS EIENDOMSMEGLING ÅLESUND AS;;;AS;2021-09-23;False
821332532;ROBOTIC TOWBARS AS;;;AS;2020-12-23;False
821307872;ASBJØRNSEN BYGG;;;ENK;2021-02-09;False
821306272;AMUNDSEN BAD & FLIS;;;ENK;2022-02-17;False
821284732;HAMNAHOLMEN MARINA AS;;;AS;2021-09-20;False
821182042;SVALBARD KYSTFISKE AS;;;AS;2020-11-30;False
821180252;GS TRANSPORT SJAFKAT ASIF GONDAL;;;ENK;2020-06-03;False
821160022;STRENDENE UTVIKLINGSSELSKAP AS;;;AS;2022-09-22;False
821154502;SMART ARCTIC AS;;;AS;2022-07-18;False
821149282;EIDISSEN CODEX AS;;;AS;2022-11-28;False
821109582;PROFF GRUPPEN BYGG AS;;;AS;2022-11-10;False
821107342;TAMAJ AS;;;AS;2022-12-05;False
821072212;HILDRING HAVN AS;;;AS;2020-12-03;False
820938062;STRØMSVIK OFFSHORE AS;;;AS;2022-03-14;False
820931262;ENERGI EIENDOM AS;;;AS;2021-11-01;False
820930762;EKS RØRFORNYING AS;;;AS;2022-11-28;False
820919092;RAC KANTINEDRIFT AS;;;AS;2022-01-29;False
